movie_id,title_th,title_en,overview_th,overview_en,release_date,popularity,vote_average,vote_count,genres,poster_url
129344,ชอบกด Like ใช่กด Love,Like Love,"เรื่องรักสุดชิคระหว่าง สำเภา.(มอส-ปฏิภาณ ปฐวีกานต์).หนุ่มรูปหล่อที่เพียบพร้อมทุกอย่าง แต่ขาดอย่างเดียวคือเความกล้า มีน.(ออม-สุชาร์ มานะยิ่ง).แอร์โฮสเตสมือใหม่ ที่ตั้งสเปคผู้ชายเอาไว้สูง และ.ต๋อง.(อัทธ์-อังค์กูณฑ์ ธนาทรัพย์เจิรญ).แฟนเก่าสุดเซอร์ ของสาวมีน ซึ่งนอกจากจะมีความใฝ่ฝันอยากเป็นผู้กำกับภาพยนตร์แล้ว ก็ยังร่วมกับเพื่อนสุดแสบ ทุเรียน.(ป๋อมแป๋ม- นิติ ชัยชิตาทร)., เจ๋ง.(โอ๊ค-กีรติ ศิวะเกื้อ).และ.กลม ทำธุรกิจรับจ้างบอกรัก ซึ่งเป็นที่ถูกกล่าวขานในอินเตอร์เน็ต","A romantic story about a perfect guy who lacks the courage to approach girls, a new flight attendant with very high standards for boys, and two friends who make a living by setting up a love confession business on the Internet.",2012-05-10,1.42,5.2,2,"18, 10749, 35",https://image.tmdb.org/t/p/w500/lW8pF6PdzlwX0AjkZdxwxQzEmcY.jpg
236050,ข้างหลังภาพ,Behind the Painting,,"An older Nopporn looks at a simple painting and recollects the story behind it. As a young student in Japan, he once met and fell in love with Kirati, who was unhappily married to an older man.",2001-03-30,0.605,6.3,3,"18, 10749",https://image.tmdb.org/t/p/w500/pzGt7goSdzZikgKQwK14nPaCajk.jpg
73766,ตุ๊กแกผี,Lizard Woman,,"While studying caves, a group of geologists leaded by Professor Maeda is attacked by gecko fiends that possess their bodies transforming them into zombies. The next morning, the local inspector finds the corpses of the team. Miss Kwan travels to that location to give lectures and is possessed by the evil gecko spirit, but her skeptical boyfriend doctor does not understand what is happening to her and believes she has suffered brain damag.",2004-11-13,1.41,4.143,7,"27, 53",https://image.tmdb.org/t/p/w500/vyHTUj00ubL38gDHwePdWcdvHsn.jpg
968859,สายลับหมากระเป๋ากับเสาไฟฟ้า,Pint-Size Spy Girl,"""ชิสุ"" (เบล-สวรรยา) นักข่าวสายลุย เก่งทุกเรื่อง แต่สูงแค่ 150 ซม. ทำให้เธอมักโดนล้อจนเป็นปมในใจ วันหนึ่งเธอได้บังเอิญไปพบกับ ""ไฟฟ้า"" (โย่ง-อาร์มแชร์) รุ่นพี่ตำรวจตัวโย่งที่เธอแอบชอบมาตั้งแต่สมัยมหาวิทยาลัย ทั้งคู่ได้ร่วมกันสืบคดีโดยให้ชิสุแฝงตัวไปเป็นไอดอลในคลับนี้ แต่เรื่องงานจะพาให้เธอสมหวังกับเรื่องหัวใจได้หรือไม่ ต้องติดตามต่อใน สายลับหมากระเป๋ากับเสาไฟฟ้า","""Shisu"" a journalist who is only 150 cm tall. One day, she stumbled across ""Faifah"", a senior police officer that she has secretly admired since university days. Together they start the investigation in a secret idol underground club.",2020-08-30,1.407,0.0,0,"35, 28",https://image.tmdb.org/t/p/w500/sxhpr5DjJABvN9xxmWKt5wDp1Aw.jpg
523963,เหยื่อ?,Victim,,"The family of Nug-rob and Rutai-rat have two teenage sons, Rit who has a very sensitive temper and addicted to gambling, and Ron a violent young boy who loved to hang around with the neighborhood teenagers. Sai, a pretty young girl who is a distance relative also live in the house. One day, after the two brothers watched and X-rated video.",1987-12-03,1.15,0.0,0,"80, 18, 53",https://image.tmdb.org/t/p/w500/7gDNkO3F4PZ2GcLzjhUj8CW0Qib.jpg
550512,หวานขม บิทเทอร์สวีท บอย ป๊อด เดอะ ชอต ฟิล์ม,Bittersweet BoydPod The Short Film,,Composed of 13 short films.,2008-11-20,1.152,0.0,0,"10749, 18",https://image.tmdb.org/t/p/w500/1UjfMDJ3Nbn83NnJKuqGPUK1Rb3.jpg
338275,สามย่าน,Sam Yan,เรื่องวุ่นๆ เกิดขึ้น ณ ท่าจอดรถทัวร์แห่งหนึ่ง เมื่อน้าค่อม พนักงานขับรถทัวร์ (ค่อม ชวนชื่น) กำลังวิ่งไล่จับจู๋จี๋กับตุ๊กกี้ บัสโฮสเตสสาวสวย (เป้ย ปานวาด) ขณะจะเข้าด้ายเข้าเข็มก็บังเอิญเหลือบไปเห็นศพหญิงสาวถูกฆ่าตายอยู่ในรถ ทั้งคู่รีบมาบอกกับเจ๊เกี๊ยว (โซเฟีย ลา)เจ้า ของรถทัวร์ ซึ่งกลัวว่าเรื่องดังกล่าวจะมีผลกระทบต่อธุรกิจเดินรถ ทั้ง 3 คนจึงร่วมมือกันปฏิบัติการแผนอำพรางศพโดยตั้งใจจะเอาศพไปทิ้งระหว่างทาง การเดินทางที่วุ่นวายของทั้ง 3 คนกับผีสาวสุดเฮี้ยนก็เริ่มต้นขึ้น และเพิ่มความยุ่งยากเข้าไปอีกเมื่อตำรวจ (อังเคิล) จอมสอดรู้สอดเห็นขอเดินทางไปด้วย ภารกิจใหม่ของทั้ง 3 คนคือ ทำยังไงก็ได้เพื่อให้ผีหลอกพวกตนแต่ห้ามหลอกตำรวจและผู้โดยสาร โดยในกลุ่มผู้โดยสารนั้นมีชายหนุ่ม 2 คน มีพฤติกรรมที่น่าสงสัยแอบหลบหนีลงจากรถทัวร์ลงมา ก่อนที่เรื่องราวบนรถทัวร์จะเกิดความโกลาหลไม่เว้นแม้แต่ตำรวจ พระสงฆ์ ก็ต้องวิ่งหนีผีสาวกันจ้าละหวั่น,"Khom, a tour driver is chasing passionately with a beautiful bus hostess while getting into a needle, accidentally glances at the body of a young woman who was killed in the car. Both of them hurried to tell Duang tour bus owner Fearing that the matter would affect the bus business, the three teamed up to carry out a funeral camouflage plan with the intention of discarding the bodies along the way.",2010-05-20,0.712,3.0,2,35,https://image.tmdb.org/t/p/w500/gBa7eX3BhzsM6BtOiasiE1hiJUe.jpg
170002,ไฮโซ,Hi-So,,"Ananda has returned home from abroad. Unsure of his career plans, he accepts an invitation to act in a new movie for a famous director. During the filming in a small seaside town, Zoe, his American girlfriend from University, arrives for a week-long visit. But the change of country takes its toll and she soon becomes frustrated with the situation. Meanwhile, Ananda meets another girl on the beach.",2011-10-13,1.4,4.9,7,"18, 10749",https://image.tmdb.org/t/p/w500/zzB4dFf7wYgxD2W5NmmJCQ9UQRX.jpg
594587,รักแท้...แพ้แรงดึงดูด,Gravity of Love,‘ฟ้า’ (รับบทโดย จรินทร์พร จุนเกียรติ) ผู้หญิงที่ไร้ระเบียบแบบแผนในชีวิต ไม่เชื่อในความรักและพรหมลิขิตกำลังตามแก้เผ็ดกับเหล่าอดีตคนรักที่ ทำให้เธอผิดหวัง แต่นั่นกลับทำให้เธอได้พบกับ ‘เซน’ (รับบทโดย ปกรณ์ ฉัตรบริรักษ์) ชายหนุ่มสุดเพอเฟกต์ที่เหมือนกับชะตาถูกขีดให้ทั้งสองคนมาพบกัน เซนต้องมาคอยดูแลผู้หญิงแปลกหน้าที่เมาสุดๆ แต่ก็น่ารักสุดๆ และการได้อยู่กับฟ้าทำให้เซนได้รู้ว่าตลอดเวลาที่ผ่านมาของทั้งคู่ ทั้งสองอยู่ในสถานที่เดียวกันและเฉียดผ่านกันมาตลอด แต่ในค่ำคืนที่แสนประทับใจนั้นทั้งสองคนจากกันด้วยคำท้าว่าถ้าเราต่างเป็นพรมลิขิตกันจริงทั้งคู่จะได้เจอกันโดยที่ไม่ทิ้งการติดต่อให้กันและกันเลย,"Fah is a woman who doesn't believe in destiny. One day she meets Zen, a man who's seemingly perfect and Tae, a pilot. They both fell in love with her. Who is she going to choose?",2018-11-29,1.399,0.0,0,10749,https://image.tmdb.org/t/p/w500/sJB6kcTkAL0YVkz5yjY0eo8Y3Lb.jpg
362869,เลขาตาหวาน,Lekha Ta Wan,,"Mek has just started a design bureau with his girlfriend, Lilly, who has hired a secretary for him. But Mek can’t resist his sexy secretary and soon has an affair.",2012-05-21,0.743,4.2,3,18,https://image.tmdb.org/t/p/w500/ix0Xfu6kNA3Ui7UxSs7zTBqSvjX.jpg
1395644,เดอะซี๊ด คู่หูก้องโลก,เดอะซี๊ด คู่หูก้องโลก,เรื่องราวความสัมพันธ์ระหว่างมนุษย์ ธรรมชาติ และเรื่องเหนือธรรมชาติ เริ่มต้นเมื่อ 2 สิ่งสำคัญผู้รักษาสมดุลโลก ‘The Seed’ และ ‘วัตถุหินแร่’ จากดินแดนลึกลับ  ที่ชื่อว่า “ดรีมแลนด์” ได้ตกไปอยู่ในมือของคน 2 ขั้ว ระหว่าง ต้นกล้า วัยรุ่นดีเอ็นเอรักษ์โลกสุดเข้มข้น กับ ชเยน นักธุรกิจตัวร้ายผู้หลงผิด  ความตื่นเต้นความสนุกถูกถ่ายทอดผ่าน ‘The Seed’ เมล็ดพันธุ์มหัศจรรย์กับการผจญภัยลี้ลับร่วมกับ ต้นกล้า และ กลุ่มเพื่อนตัวจี๊ด ฝ่าฟันสู่ภารกิจสุดท้าทายตามหาวัตถุหินแร่  เพื่อส่งกลับไปยังดินแดนที่มันจากมาให้ได้ทันเวลาก่อนประตูมิติจะปิด  ภารกิจนี้จะสำเร็จหรือไม่ และโลกจะสูญสิ้นเพียงใด นี่เป็นโอกาสสำคัญที่พวกเขา จะได้พิสูจน์ตัวเองโดยมีโลกเป็นเดิมพัน,,2024-12-05,1.006,0.0,0,12,https://image.tmdb.org/t/p/w500/Agg0GexItsO7hZZ7eXBikte85aw.jpg
1261255,ดาวสวรรค์ฉันรักเธอ,ดาวสวรรค์ฉันรักเธอ,"แม้ชะตากรรมจะเป็นสิ่งหลีกเลี่ยงมิได้ แต่ค่าของรักแท้ย่อมอยู่เหนือสิ่งอื่นใด",,1975-02-28,1.397,0.0,0,10749,https://image.tmdb.org/t/p/w500/jVFL0hTborDHYydvHgQ2iCTJjYt.jpg
1134248,The Last Breath of Sam Yan,The Last Breath of Sam Yan,กลุ่มนักศึกษาและผู้คนในชุมชนแห่งหนึ่งของกรุงเทพฯ ร่วมกันต่อต้านการรื้อถอนศาลเจ้าเก่าแก่ ระหว่างที่มีแผนการก่อสร้างเพื่อพลิกโฉมเมืองครั้งใหญ่,A group of university students and community members in Bangkok oppose the demolishment of an ancient shrine as the city undergoes massive construction.,2023-06-15,1.392,5.5,2,99,https://image.tmdb.org/t/p/w500/lUIebmx3VQctrtzLW6uLK5u9tah.jpg
1032108,หอแห๋วแหก,Hor Haew Haek,,"When Miss Ploy, a dormitory owner, was killed. Her power made tenants have to move out of the dorm. It made Pinky come and look after the dorm. He does everything to get the tenants and defeat Miss Ploy’s spirit. He changed the scary to be the funny.",2012-09-06,1.152,0.0,0,"35, 27, 10770",https://image.tmdb.org/t/p/w500/tGVFvOrZ02UUOIUMxgneFPizwIk.jpg
328515,รัก ลวง หลอน,The Couple,ในคืนแต่งงานจุดเริ่มต้นชีวิตคู่ของ กานต์ กับ อ้อม ที่หวังจะสร้างครอบครัวเล็กๆในแบบของตนเอง กลับกลายเป็นจุดเริ่มต้นของเรื่องราวสยองขวัญ เมื่ออ้อมพบศพ สิตาพี่สะใภ้ของกานต์ผูกคอตายในบ้านหลังจากวันนั้นอ้อมเริ่มรู้สึกถึงความผิดปกติ ร่างกายที่เคยเป็นของตนถูกผีสิตาพยายามเข้าครอบครอง อ้อมเปลี่ยนไปเป็นคนละคนท่ามกลางความงุนงงของกานต์ รวมทั้ง กุล พี่สาวคนโต และกรณ์ พี่ชายคนรองและสามีของสิตา กับ มุก ผู้เป็นเสมือนพี่เลี้ยงของหนุ่มสาวทั้งสามมาตั้งแต่เด็กผีสิตานำพาอ้อมและกานต์ไปสู่โศกนาฏกรรมและความสยองขวัญ ยิ่งทั้งสองต่อสู้เพื่อจะหลุดพ้นจากผีสิตากลับยิ่งเข้าใกล้ปริศนาการตายของเธอ และยิ่งพบกับด้านมืดของคนรอบข้าง  หรือแม้กระทั่งระหว่างตัวกานต์กับอ้อมเอง!!!,"A lovelorn man overcomes the pain of splitting with his wife with a newfound love, only for his mother and brother to frustrate his happiness.",2014-10-30,1.392,5.9,6,"18, 27",https://image.tmdb.org/t/p/w500/vcPk2JTqs1BrL3ChgaXhQhOHYvz.jpg
242504,มายวาเลนไทน์ แล้วรัก...ก็หมุนรอบตัวเรา,My Valentine,"มายด์ (มิ้นท์ - มิณฑิตา วัฒนกุล) สาวหมวย ที่โชคชะตาเล่นตลกใส่ จู่ๆ ให้กลายเป็นหมวยเลือกได้ ที่มีผู้ชายมาตกหลุมรักหมวย พร้อมๆ กันทีเดียวสามคน ผู้ชายสามแบบที่มาหมุนรอบตัวเธอ มีทั้งแบบที่ตรงใจ แบบที่โดนใจ และแบบที่จริงใจ แต่ในโลกนี้ไม่มีใครหรอก ที่จะสมบูรณ์แบบเพียบพร้อมไปทั้งหมด มายด์ ต้องถามใจตัวเอง ถามเพื่อน ตามใจญาติผู้ใหญ่ หรือปล่อยให้เป็นเรื่องของพรหมลิขิต...ที่จะตัดสินให้ แบบแรก ""แบบที่ตรงใจ"" มิค (จิ๊บ - วสุ แสงสิงแก้ว) หนุ่มใหญ่หน้าตาดี นิสัยดี ฐานะดี การงานดี ดูไฮโซ ได้เป็นแฟนแล้วเหมือนถูกล็อตเตอรี่","When destiny brings three men to a girl called Mind, she finds that they all have different personalities which she likes equally. She has to decide by herself. Or get her friends, her parents or even let fate decide. For this coming Valentine's Day who will she choose.",2010-02-04,1.39,5.0,2,"35, 10749",https://image.tmdb.org/t/p/w500/qi5Izy4nLKmqGuZNtQyDB7Z1Qrs.jpg
210791,โปงลางสะดิ้ง ลำซิ่งส่ายหน้า,Ponglang Amazing Theatre,โรงหนังเฉลิมพลรามา เคยเป็นโรงหนังรุ่งเรือง คนดูหนังแน่นโรง แต่พอมีผีดุมาอาละวาดหลอกคนแทบทุกวัน รายได้ก็ตกฮวบ โตมร (อี๊ด - สมพงษ์ คุนาประถม) หลานชาย ลุงปาย (บุญชื่น บุญเกิดรัมย์) เจ้าของโรงหนัง จึงหาเรื่องจะขายโรงหนังทิ้ง ส่วนลุงปายอยากเก็บรักษาไว้ ทั้งคู่จึงเป็นไม้เบื่อไม้เมากันมาตลอด อีกสาเหตุที่โตมรอยากขายโรงหนัง เพราะ พลอย (วิสา สารสาส) นายหน้าที่มาติดต่อซื้อ โตมรหลงรักพลอย จึงเสนอตัวเกลี้ยกล่อมลุงปาย แต่พูดเท่าไรก็ไม่สำเร็จ,"Tomorn inherits an old and run-down theatre from his uncle. The Theatre is called Chalermpol Rama, where once was the glorious Theatre in town. Today, the Theatre has no audiences, and is facing loss profit statement. Though his uncle wants to keep the Theatre, Tomorn decides to give up when a pretty broker persuades him to trade it. One day, Tomorn meets a young cap driver named Win, who becomes his consultant, and helps him until the last day of the Theatre.",2007-11-28,1.211,4.8,2,"35, 27",https://image.tmdb.org/t/p/w500/iYhyDDbREC9RwTGS0tHsg6EAVzn.jpg
81769,อิสรภาพของทองพูน โคกโพ,The Citizen 2,หลังพ้นโทษออกจากคุกของทองพูน อดีตคนขับแท็กซี่ที่ตกเป็นผู้ต้องหาจากคดีฆาตกรรม แม้จะได้อิสรภาพ เขายังต้องดิ้นรนเพื่อให้ได้รับการยอมรับ แต่แล้วสถานการณ์ก็บีบบังคับให้ทองพูนต้องกลับมาหยิบปืนฆ่าคนอีกครั้ง,"A man, Thongphun Khokpho, is released from jail after five years spent for manslaughter. As he tries to make an honest living, he discovers that there's no room in Thai society for ex-cons. He soon gets himself into trouble again.",1984-08-11,1.39,7.0,2,18,https://image.tmdb.org/t/p/w500/r74QaacFq7kRlDWL8DFqo1KVFcq.jpg
1017837,คุณย่าเซ็กซี่,The Sexy Grandmother,พ่อของทิพย์ มีปัญหาทางจิต แต่หมอโจวได้รักษาเขาไว้แล้ว เอกแต่งงานกับทิพย์แล้วแต่เขาก็ยังเจ้าชู้อยู่ ทิพย์จึงเกิดความอิจฉาและตีเขาจนหมดสติ เอกรู้สึกแปลกๆ เมื่อตื่นขึ้นมา หมอโจวจึงมาตรวจเขาและวางแผนหลอกทิพย์เอกยังคงออกไปเจ้าชู้มากกว่าเดิม ทิพย์มีความคิดที่จะเอาคืนเขาด้วยการแต่งตัวเซ็กซี่สุดๆ ในวันเกิดเพื่อเซอร์ไพรส์ทุกคนและทำให้เอกรู้สึกสนใจ,"Tip’s father has a mental problem, but he has been cured by Dr.Chow. Eak is married to Tip, but he still flirts around, so Tip becomes jealous and beats him unconscious. Eak has a strange feeling when he wakes up. Dr.Chow comes to check him out and they set up a plan to fool Tip. Eak still goes out and flirts even more than before. Tip has an idea to get him back by dressing up very sexy on her birthday to surprise everyone and gets Eak’s attraction.",1982-09-28,1.389,7.0,1,35,https://image.tmdb.org/t/p/w500/xFU94Es9OeehR8EdwciI0VsbmbK.jpg
217102,ไกรทอง,Legend of the Crocodile,,A giant crocodile wanders around a Thai village and devours its residents.,1980-01-01,1.387,5.7,3,"14, 27",https://image.tmdb.org/t/p/w500/uurjn142feUoUvEtXzgpgddFHeA.jpg
421179,สัญญาใจแม่นาคพระโขนง,Mae Nak's Promise,,"Pregnant Lady Nak dies giving birth in 1868, returns as a ghost and has her restless spirit trapped in a pot by a clergyman (with help from her husband). Cut to present day and things may end up repeating themselves with reincarnated characters. Leading lady Trirak Rakkarndee had already starred in a Mae Nak TV series in 1989 prior to appearing in this film version (one of dozens about this same ghost).",1992-01-01,1.148,0.0,0,"27, 9648",https://image.tmdb.org/t/p/w500None
405508,รักสยามเท่าฟ้า,First Flight,,"It is 1911 when the birth of Aviation happens in Siam. Siam is the first country to start an aviation program in Asia. A program to train Thai pilots to fight in World War I by the side of the Allies, but after having several setbacks, will they prove to be qualified enough to go to war as not everyone in Siam believes in it?",2008-01-31,1.3,6.2,5,"36, 10752",https://image.tmdb.org/t/p/w500/clnNxwJuwDpLFTFYHm7Pv7d5yqp.jpg
656891,Souvenir,Souvenir,,"With the short film series, the director reimagines what a ""souvenir"" can be in a world of rapid-fire technology – not inanimate objects, but meaningful moments – and rescues the almost forgotten feeling of receiving an analog personal delivery.",2018-11-20,1.382,7.0,3,99,https://image.tmdb.org/t/p/w500/1llkD7Fqux0IlnC3rdlJq7t2yBT.jpg
69960,ฮักนะ 'สารคาม,Love at Sarakham,เจ๊อุบล (ตุ๊กกี้ ชิงร้อยฯ) ดา่วเด่นแอ๊บแบ๊วแห่งมหา่’ลัย เรียนมา่ 7 ปีไม่ยอมจบ ทั้งที่เรียนเก่งมีควา่มสา่มา่รถรอบด้า่น และยังเป็นถึงประธา่นชมรมท่องเที่ยวเชิงอนุรักษ์ แต่ด้วยเหตุผลบา่งอย่า่งที่ทำให้เธอไม่ยอมก้า่วพ้นออกจา่กรั้วมหา่’ลัยแห่งนี้ จนเมื่อเธอได้พบกับรุ่นน้องและตกหลุมรัก เทพ (ธันวา่ สุริยจักร) หนุ่มหล่อขั้นเทพหน้า่ตา่ลูกครึ่งสไตล์เกา่หลี เป็นที่หมา่ยปองของสา่วๆ ไปจนถึงตุ๊ด แต๋ว กะเทยรุ่นเล็กยันรุ่นใหญ่ ทำให้เจ๊อุบล ต้องมีผู้ช่วยเป็นรุ่นน้องในคณะ รินทร์ (หนูจ๋า่ อา่ชิรญา่ณ์) สา่วสวยสุดโก๊ะ และ โส (สมคิด สุขเอิบ) กะเทยยักษ์ชอบฟังหมอลำสุดฤทธิ์ ร่วมกันวา่งแผนพิชิตใจหนุ่มให้สำเร็จ....แต่หา่รู้ไม่ว่า่ เกษ (ภา่วิณี วิริยะชัยกิจ) สา่วสวยนักกีฬา่เทควันโดคือคู่แข่งและศัตรูหัวใจตัวฉกา่จ,"Set in a northeast province of Thailand called Maha Sarakham, A romantic-comedy that tells the variety of love and complicated relationship among teenagers who fall in love.",2011-03-10,1.378,0.0,0,"35, 10749",https://image.tmdb.org/t/p/w500/zSyN96rwozCGHefmJJQBno80b3E.jpg
467362,ถึงคน…ไม่คิดถึง,From Bangkok to Mandalay,"""FROM BANGKOK TO MANDALAY ถึงคน…ไม่คิดถึง"" จดหมายฉบับหนึ่ง จะเก็บความคิดถึงได้นานเท่าไหร่… ความคิดถึงของผู้ชายคนหนึ่ง นอนนิ่งอยู่ในซองจดหมายสิบฉบับที่ไม่เคยถูกเปิดอ่าน มันถูกส่งถึงผู้หญิงที่เขาเคยรัก เดินทางจากประเทศพม่าสู่ประเทศไทยและถูกซุกซ่อนไว้ลึกที่สุดจวบจนเวลาผ่านไปถึงครึ่งศตวรรษ เมื่อ ""ปิ่น""ได้พบจดหมายสิบฉบับจากพินัยกรรมของย่า ทำให้เธอตัดสินใจออกเดินทางไปยังประเทศพม่าเพื่อนำจดหมายเหล่านี้ไปเปิดอ่าน ณ ที่ที่มันถูกเขียนขึ้น ระหว่างการเดินทางปิ่นได้ขอร้อง""โมนาย"" หนุ่มพม่าที่คุณย่าเขียนถึงในพินัยกรรมเป็นผู้นำทางเธอไปยังสถานที่บนจดหมายนั้น เมื่อล้อรถเริ่มหมุนออกจากย่างกุ้ง ไม่มีใครรู้คำตอบล่วงหน้าจนกว่าจะได้เปิดอ่านหากความคิดถึงในกระดาษยังคงมีลมหายใจอยู่ บางทีจดหมายจากคนรักเก่าของย่าเหล่านี้ อาจทำให้ปิ่นได้เข้าใจอดีตที่ไม่เคยลืมของเธอและก้าวข้ามมันไปได้เสียที ""…เพราะความคิดถึง ไม่เคยทำให้ลืมได้สักนาทีเดียว…""","Ten letters are sent from a man in Myanmar to a women in Thailand who loves and misses so much. But the letters are left unopened for 50 years. Until one day, the women's granddaughter is given those letters and asked to go and read every letter only from where they were written. This is how the impressive love story begins.",2016-11-10,0.59,7.4,4,18,https://image.tmdb.org/t/p/w500/ghqfE4pC7KVUYXqVKDpugbo5iPW.jpg
238085,อมนุษย์,Unhuman,เมื่อเหตุการณ์แห่งคืนขวัญผวา กับการมาเยือนบางอย่างเกิดขึ้นแบบไม่มีใครคาดคิด ฝนดาวตกลูกใหญ่มหึมา ลีโอนิค ได้ตกลงมายังหมู่บ้านอำเภอพนมดงรัก จนทำให้เจ้าหน้าที่ป่าไม้อุทยานชาติพนมดงรักซึ่งมี สวรรค์ เกิดนึกครึ้มอกครึ้มใจอยากจะเจอเกลอเพื่อนเก่าสมัยเรียนตอนมัธยมปลายจึงชักชวนกันมาตั้งแคมป์ดูฝนดาวตกกันที่นี่ โดยมี สุจินต์ นักโบราณคดีข้อมูลใหม่ไฟแรง พร้อมด้วยอายุระแพทย์สาวสวย ฟ้ารุ่ง และ รงค์ นักเขียนสารคดีผู้ชำนาญด้านการถ่ายภาพ เกิดถ่ายภาพเหตุการณ์ประหลาดไว้และทั้งหมดจึงยังไม่เดินทางกลับกรุงเทพฯ แต่กลับจะหาชนวนเรื่องราวทั้งหมดที่เกิดขึ้น,"When a huge meteor called Leonic falls to earth in Surin province, San and his old high-school friends are setting up camp nearby and manage to snap a strange shot of the event. The picture contains a clue that leads the group to mysterious deaths of two villagers, one of whom used to work for a secretive scientist, who's conducting experimental work with human organs -- possibly in cahoots with a Cambodian witch. Detective Bhichit and Narisara, a genetics expert, join the group to investigate the strange sequence of events.",2004-04-06,0.59,3.3,3,27,https://image.tmdb.org/t/p/w500/beRCUkbGzE7SPtUNzxgtYIbwVfr.jpg
368585,Snap แค่...ได้คิดถึง,Snap,เรื่องราวของเพื่อนกลุ่มหนึ่งที่เรียนจบมัธยมมาด้วยกัน โดยทั้งหมดกลับมาเจอกันอีกครั้งในงานเเต่งงานของเพื่อนสองคนที่จัดงานที่โรงเรียนมัธยมของพวกเขาโดยมีบรรยากาศคล้ายวันคืนสู่เย้า ในงานเเต่งงานนี้เองทำให้ ผึ้ง (วรันธร เปานิล) ซึ่งเป็นเพื่อนสนิทเจ้าสาว เเละ บอย (โทนี่ รากแก่น) ช่างภาพซึ่งจะมาถ่ายภาพงานเเต่งงาน ได้พบกันอีกครั้ง บรรยากาศเก่าๆของโรงเรียน เพลงประจำตัว เเละสิ่งที่ต่างๆที่ทั้ง ผึ้ง เเละ บอย เคยทำด้วยกันสมัยยังเด็กหวนคืนมาอีกครั้ง,"Pueng, daughter of a military Colonel, has planned to spend her married life with Mann, a young Lieutenant with a promising future. On the day Martial Law was announced, she received a wedding invitation from a high school friend back in her hometown.",2015-11-26,1.375,7.2,6,18,https://image.tmdb.org/t/p/w500/7nKBvbgXfdhZmE2YI0U66NbhBQ1.jpg
946771,เทรนหัวใจ ยัยตกงาน,Pumpkin Call,,"""CC"", a girl who recently broke up with her boyfriend She also had to be alone during social distancing. Until one day, ""Ken"", a young trainer, comes into her life.",2020-05-22,0.657,0.0,0,10749,https://image.tmdb.org/t/p/w500/ctZDhPjcKABJPDN4LIoqlqrzDkR.jpg
434947,หมอนรถไฟ,Railway Sleepers,,"The first railway line in Thailand was inaugurated in 1893 – a sign of progress and prosperity. Shot over eight years on every active line of the country's railway system, this wondrous documentary offers an unprecedented immersion into the country's past and present.",2017-01-25,1.372,7.0,3,99,https://image.tmdb.org/t/p/w500/tVxD4b3iKYLhmsTaLXmo4BqqMMk.jpg
175945,กว่าจะได้เผาผี,Seven Days in a Coffin,,"Mali, who slept around with everyone in her town and got pregnant was murdered by an unknown assailant. She had been demanding that everyone who slept with her take responsibility for the pregnancy. No one was too happy about that and one of her lovers killed her but no one knew which one. Her corpse was laid out for a seven day funeral and during that time her ghost appeared and haunted everyone including the undertaker who the spirit seduced.",2003-03-10,1.372,0.0,0,27,https://image.tmdb.org/t/p/w500None
679063,BNK48: One Take,BNK48: One Take,,Members of Thai girl group BNK48 share the ups and downs of preparing for the 6th Single Senbatsu General Election.,2020-04-01,1.365,4.75,8,99,https://image.tmdb.org/t/p/w500/2GzF2nOAofv4cJWUqhkIaoqTyX1.jpg
851968,ทางโลก,The Temptation,,A Buddhist monk finds that he is the only one who can stop the murderous leader of a local gang.,2009-01-01,0.648,0.0,0,"18, 80",https://image.tmdb.org/t/p/w500/sboZRVrp5BGwR3Jp6SkpyoJqnv6.jpg
